RecallID,RecallNumber,RetailerFirm
1845,15008,Costco from July 2013 to September 2014 for about $125.
1843,15006,Michaels Stores nationwide from April 2014 to May 2014 for about $30.
1844,15007,Toys R Us stores nationwide and online at www.toysrus.com from July 2013 through August 2014 for about $10.
1966,15705,Costco Wholesale stores nationwide from December 2013 through May 2014 for about $400.
1842,15005,Independent bicycle dealers nationwide and online at Louisgarneau.com from January 2014 through September 2014 for between $280 and $350.
1964,15703,Wholesale plumbing product distributors to plumbing suppliers from July 2014 through August 2014 for between $80 and $125.
1965,15704,"Rejuvenation stores nationwide, Rejuvenation?s catalog and Rejuvenation.com from July 2014 through September 2014 for between $250 and $325."
1841,15003,Home Depot stores nationwide and online at HomeDepot.com from May 2011 through June 2014 for about $40
1963,15702,"Bedbug Central, Bedbug Supply, Protect-a-bed, Univar, pest control companies and pest control product distributors nationwide and online at Amazon.com from December 2011 through May 2014 for between $189 and $199."
1962,15701,"KYMCO dealers nationwide from April 2013 to August 2014 for about $9,000."
1840,15002,Toys R Us and Babies R Us stores nationwide and online at toysrus.com and babiesrus.com from February 2014 through September 2014 for about $13.
1839,15001,Specialty boutiques nationwide and online at www.zazou.com and other websites from August 2012 through August 2014 for about $30.
1775,14286,Fred Myer and Kroger stores nationwide from June 2014 through August 2014 for about $18.
1774,14285,"Distributors, contractors and gasoline stations nationwide from March 2014 through July 2014 for between $20 and $560 depending on length."
1833,14754,Orchard Supply Hardware stores from June 2014 to July 2014 for about $300.
1776,14287,"Children?s boutiques nationwide and other stores such as Elephant Ears, Pumpkin heads, Sprouts and on-line at www.Nordstromrack.com from January 2014 through August 2014 for about $62."
1773,14284,"Macy?s stores nationwide from February 2014 to August, 2014 for about $17."
1771,14281,"Bad Boy Buggies dealers nationwide from August 2012 through May 2014 for between $9,600 and $14,400."
1770,14280,Ross stores nationwide from February 2014 through April 2014 for about $30.
1772,14282,"Country Clipper lawn mower dealers nationwide from October 2011 to May 2014 for between $5,300 and $9,500."
1769,14279,"Fireplace stores from May 2014 through July 2014 for between $1,200 and $8,000."
1768,14278,"Siemens sales offices, authorized distributors and installers nationwide from February 2013 through June 2014 for about $120."
1767,14276,IKEA stores nationwide and online at www.ikea-usa.com from June 2014 to August 2014 for $20.
1832,14753,"Arctic Car dealers nationwide from December 2013 through July 2014 for about $11,400 to $12,400."
1766,14275,"CED, City Electric Supply, HD Supply, Home Depot, Menards Inc. and other retailers, electrical distributors and online at Amazon.com, HomeDepot.com and shopkidde.com from January 2014 through July 2014 for between $30 and $50."
1831,14752,"Honda Power Equipment dealers nationwide from June 2014 through July 2014 for about $4,500."
1764,14272,Benetton stores nationwide and online at www.benetton.com and www.zappos.com from January 2014 through March 2014 for about $90.
1765,14273,Walmart stores nationwide and online at Walmart.com from January 2014 through July 2014 for about $25.
1763,14271,"Sea and Sky Sports, Scratch Kiteboarding, Watersports West, Wind Over Water and Wind Stalkers Kite Boarding and other specialty watersports stores and websites worldwide in August 2014 for about $570"
1762,14270,"BJ?s Wholesale, Costco Wholesale, Sam?s Club, Walmart, and other retail stores nationwide, online at Walmart.com, Costco.com, and other internet retailers from February 2014 through August 2014 for between $370 and $470."
1760,14268,"Bon Ton, CVS, K-mart, Rite-Aid, Walgreens and other retail stores nationwide from December 2013 to March 2014 for between $7 and $13."
1761,14269,"Children?s boutiques including Ready Set Grow in Tennessee and ZandyZoos in Texas and online at www.livieandluca.com, www.zappos.com, www.addyscloset.com and www.mylittlejules.com from January 2014 through March 2014 for about $54."
1830,14751,"Yamaha snowmobile dealers nationwide from October 2013 through August 2014 for about $12,000 to $14,000."
1829,14750,QVC TV during January 2014 and online at QVC.com from December 2013 to February 2014 for about $55.
1759,14267,"Ace Barnes Hardware, Alabama Gaslight and Grill, AT Guys, Bass Pro Shops, BBQ Outfitters, Brookstone, Cabela?s, Calvert Retail, Chef JJs Backyard, Coastal Cupboard, Combined Pool and Spa, Goodwood Hardware and Outdoors, Gourmet Chef, Great News Cookware and Cooking School, Hartville Hardware, Helping U BBQ, Hopps Sound and Electric, Kansas City BBQ, Kitchen Window, Orchard Supply Hardware, Palmetto Propane, Shoppers Choice and online at Amazon.com, Firecraft.com, Gilt.com, HWBBQSupply.com, iDevicesinc.com, iGet.it, Outdoorcooking.com, SharperImage.com, SomeiCoolThings.com, SpaPartsDepot.com and TouchofModern.com from May 2014 to June 2014. The probes sold separately for about $25. The iGrill2 set sold for about $100."
1758,14266,"Authorized Orbea bicycle retailers nationwide from August 2013 to June 2014 for between $1,200 and $9,000."
1757,14265,"Dainty Baby in Brooklyn, N.Y. and other juvenile product stores nationwide and online at daintybaby.com, mystroller.com, pacifier.com and trayvous.com from May 2011 through June 2012 for about $50."
1828,14749,"Havertys stores nationwide and online at havertys.com from September 2011 through March 2014 for between $600 and $1,000."
1755,14263,"Goodman and heating and cooling equipment dealers nationwide from January 2007 through June 2008 for between $700 and $1,000."
1827,14748,BJ's Wholesale Club stores in Northeastern states from January 2014 through June 2014 for about $300.
1756,14264,"Collinsville Canoe and Kayak Store, NRS, Outdoorplay, REI and other paddlesports equipment stores nationwide and online at nrs.com and aire.com from April 2014 through July 2014 for about $60."
1826,14747,"Swimwear Anywhere Outlet, children?s boutiques and other specialty retail stores nationwide and online at www.swimwearanywhere.com from January 2014 through July 2014 for about $89."
1825,14746,Wholesale electrical distributors and lighting contractors to businesses from January 2014 through April 2014 for approximately $350.
1754,14262,"Notebook and mini notebook computers and accessories were sold with the AC power cords at computer and electronics stores, authorized dealers and online at www.hp.com worldwide from September 2010 through June 2012 for about $500 to $1500."
1752,14260,"SolarWorld installers and distributors, or other distribution companies from June 2011 to June 2014 for about $1,000 to $10,000 depending on system size."
1824,14745,"HD Supply,Wilmar Industries, Louisville Fire and Safety and other contractor supply companies from June 2009 to August 2014 for about $80."
1751,14259,"Walmart, Mills Farm Fleet stores, marine dealers nationwide and online at Walmart.com from January 2014 to July 2014 for about $15."
1750,14258,Juvenile products specialty retailers nationwide from January 2012 through June 2014 for between $600 and $700.
1749,14257,"Alaska Housewares, Associated Food Stores, Bartell Drug, C&S Wholesale Grocers, Quidsi, Royal Ahold, Shopko, Target, US Navy Exchange, Walmart Stores, and online at Amazon.com, Drugstore.com and Target.com. Hello Kitty bottles were sold from February 2014 through July 2014. Dora the Explorer, SpongeBob Square Pants and Teenage Mutant Ninja Turtles bottles were sold from June 2013 through July 2014. The bottles sold for about $13 to $19."
1823,14744,Fine-art supply stores nationwide and on their websites from June 2014 through July 2014 for about $11.
1822,14743,"Arctic Cat dealers nationwide from June 2013 to August 2014 for between $12,000 and $14,500."
1748,14256,"Bed Bath and Beyond, Home Depot, Menards, Orchard Supply, Target and other retailers nationwide and online at Vornado.com and Amazon.com from June 2013 through May 2014 for about $60."
1747,14255,"Alarm system, security equipment and electrical equipment contractors, dealers and installers for use in fire alarm systems for commercial buildings, hotels/motels, apartments, dormitories and homes from March 2013 to February 2014. The cost of the individual detectors varies between $30 and $50. The cost of the integrated alarm or security systems varies greatly."
1746,14254,Hobby Lobby stores nationwide and online at HobbyLobby.com from June 2014 through July 2014 for about $6.
1745,14253,"Choice Brands/Horse Loverz, Dover Saddlery, The Equestrian Corner and other equestrian supply retailers nationwide from October 2013 to May 2014 from between $30 and $40."
1821,14742,"L.L. Bean stores nationwide, L.L. Bean?s catalog and online at www.llbean.com from July 2013 to June 2014 for about $30-$40."
1744,14252,Furnitureland South and other major furniture stores nationwide and online at Hayneedle.com and others from March 2013 through April 2014 for about $350.
1743,14251,"Best Buy, Meijer, Target, Walmart and other retail stores nationwide , online at Amazon.com, Costco.com, Meijer.com, Sams.com and other internet retailers from December 2013 through June 2014 for between $370 and $450."
1741,14249,Authorized Scubapro dealers nationwide from March 2014 through June 2014 for about $450.
1742,14250,Costco regionally in the Dallas and San Francisco areas from May 2014 through June 2014 for about $150.
1739,14244,PetSmart stores nationwide from March 2014 to April 2014 for between $27 and $37.
1740,14245,Toys ?R? Us stores nationwide and online at ToysRUs.com between September 2013 and June 2014 for $130.
1738,14243,"Home Depot and Lowes stores, industrial gas distributors including Airgas, Praxair and Matheson and other retailers nationwide, and online at www.homedepot.com and www.lowes.com from December 2013 through May 2014 for between $125 and $450 when sold individually and for between $250 and $1,230 when sold as part of a kit."
1820,14741,"Kawasaki dealers nationwide from October 2011 through July 2014 for about $13,400."
1737,14242,Electrical wholesale distributors nationwide from February 2007 through December 2013 for between $25 and $50.
1735,14240,Publix Super Markets stores nationwide from April 2014 through June 2014 for about $25.
1734,14239,"Toys ?R? Us/Babies ?R? Us stores and Amazon.com, since September 2011 for approximately $150."
1736,14241,"Industrial, construction and welding distributors to consumers from March 2013 through April 2014 for about $220."
1732,14237,Walmart.com and Amazon.com from November 2012 to November 2013 for about $60.
1818,14739,Sports Authority between November 2013 and May 2014 for $650.
1819,14740,"Pottery Barn Outlet stores nationwide, online at PotteryBarn.com and through the Pottery Barn catalog from March 2014 through June 2014 for between $230 and $250."
1731,14236,Independent juvenile specialty stores nationwide and online for about $800.
1730,14234,"Authorized GT dealers from February 2014 to June 2014 for between $4,300 and $6,000."
1729,14233,"Popkiller retail locations in Los Angeles and Costa Mesa, California, from June 2013 through April 2014 for about $4.50 to $6.50."
1728,14232,"Christmas Tree Shops, andThat!, and Christmas Tree Shops andThat! stores nationwide during March 2014 for about $60 for the entire set."
1726,14230,"Fred Meyers, Marshalls, Modell?s Sporting Goods and T.J. Maxx and other retailers nationwide and online from July 2012 through March 2014 for between $9 and $14."
1727,14231,Lighting retailers and distributors nationwide from June 2009 through March 2014 for between $20 and $100.
1725,14229,"Drug, grocery and mass merchandise stores in Puerto Rico from November 2012 through February 2014 for about $10."
1724,14228,The recalled adaptors/chargers were distributed free as a promotional giveaway at trade shows nationwide from October 2013 to April 2014.
1722,14226,"Dillard?s, Lilly Pulitzer, Nordstrom?s and independent boutiques nationwide from February 2014 to June 2014 for between $25 and $30."
1723,14227,Big 5 Sporting Goods stores from March 2014 through May 2014 for about $20.
1721,14224,Big Fireworks retailers and wholesale distributors nationwide from April 2014 to June 2014 for about $13.
1720,14222,Menards Stores and independent hardware retailers from September 2012 through December 2013 for about $200.
1719,14221,Major industrial equipment suppliers and woodworker suppliers nationwide from 1990 to April 2014 for about $85 to $690 depending on the model.
1718,14220,Sony retail stores nationwide and online at www.store.sony.com from February 2014 to April 2014 for about $800.
1717,14219,Pyro City and other fireworks retailers from February 2014 to June 2014 for about $80.
1817,14738,"American Musical Supply Inc., Cascio Interstate, Full Compass Systems Ltd, Guitar Center Inc., Kraft Keyboard Center, Musicians Friend Inc., Sam Ash Inc. and Sweetwater Sound Inc. stores nationwide from January 2014 to April 2014 for about $3,000."
1716,14218,"Hearth Fireplace specialty stores nationwide from August 1992 through May 2001 for about $1,500."
1713,14214,Coravin.com and other online retailers and at wine shops from July 2013 to June 2014 for about $300.
1714,14215,"Bicycle stores nationwide from October 2010 to November 2013 for between $450 and $1,100 for Scott bicycles and from May 2010 to June 2014 for between $600 and $1,370 for Trek bicycles."
1715,14216,Specialty boutiques nationwide and online at www.julievos.com from January 2014 through February 2014 for about $165.
1712,14213,Authorized Stile/Tern dealers nationwide from November 2011 to April 2014 for between $600 and $1250.
1816,14737,"Trane and American Standard independent distributors and dealers nationwide from February 2010 to March 2014 for between $890 and $1,000."
1711,14212,Independent PERS distributors and dealers nationwide from June 2008 through July 2011 for about $45.
1710,14211,"Retail stores nationwide from April 2012 through May 2014, for about $50 for the SR model and $40 for the JR model."
1709,14210,Kaplan Early Learning Co .nationwide from October 2011 to December 2012 for about $390 to $540 depending on style.
1708,14209,ATandT and Verizon Wireless authorized dealers and retailers nationwide and online at att.com and Verizon.com from January 2014 to May 2014 for about $50.
1815,14736,Value City Furniture and American Signature Furniture stores nationwide from February 2013 to March 2014 for about $100.
1707,14206,Big Lots stores nationwide from February 2014 through March 2014 for about $320 per set.
1706,14205,"Independent home improvement and building supply stores nationwide and online at Amazon.com, HomeDepot.com, Lowes.com, Walmart.com and Grainger.com from May 2012 through May 2014 for about $300."
1705,14204,Cost Plus World Market and World Market stores nationwide from October 2010 to April 2014 for between $2 and $4.
1703,14202,"Authorized SCOTT dealers nationwide at retail and online from about August 2013 through May 2014 for between $1,000 and $1,300."
1704,14203,"Plumbing and heating wholesale distributors, plumbers and contactors nationwide from June 2012 through March 2014 for about $4,200 to $6,200."
1814,14735,"Furnitureland South and other furniture stores nationwide and online at Hayneedle.com from September 2011 until March 2014 for about $1,700."
1701,14199,"Various distributors and independent retailers nationwide and at Amazon.com, Beavertools.com and other online retailers from November 2013 to April 2014 for about $500."
1700,14198,"Baby product and specialty stores nationwide, and online at Amazon.com, Babiesrus.com, Diapers.com and philandteds.com from April 2013 through March 2014 for about $40."
1699,14197,"Archery and hunting sporting goods stores nationwide including from May 2013 through April 2014 for between $600 and $1,300."
1697,14195,"Fred Meyer, Target, Walmart and other retailers nationwide from August 2013 to March 2014 for about $30."
1698,14196,Pool companies nationwide from February 2009 through September 2013 for about $600.
1695,14193,"Buy Buy Baby stores nationwide, through specialty distributor Victor Co. Inc. and online at Buybuybaby.com, Hamiltonbeach.com and Walmart.com from September 2013 through February 2014 for about $90."
1696,14194,"Electrical distributors, The Home Depot, W.W. Grainger, Inc. stores and other retailers nationwide and online at grainger.com and amazon.com from March 2010 through February 2014 for between $35 and $55."
1694,14192,Children?s boutiques nationwide and online at www.empressarts.com from December 2012 to April 2014 for about $36.
1693,14191,"Precision Shooting Equipment authorized dealers including Bass Pro Shops, Cabela?s, Kinsey?s Archery and Pape?s Inc. nationwide, online at PSE-archery.com and in catalogs from June 2013 through November 2013 for between $600 and $1,500."
1692,14190,"The Home Depot from August 2013 through March 2014, for about $13."
1691,14189,"Lakeshore retail stores, Lakeshore Learning Materials? Early Childhood catalog and online at www.lakeshorelearning.com from December 2013 to April 2014 for about $30."
1690,14188,Office Depot retail stores and online from 2003 through 2012 for about $40.
1689,14187,"Best Buy, Home Depot and other retailers nationwide, and online at nest.com, amazon.com, bestbuy.com and homedepot.com from November 15, 2013 to April 3, 2014 for about $130."
1686,14183,"Authorized BMC bicycle dealers nationwide from December 2011 to June 2013 for about $1,000."
1687,14184,"Hardware, lawn and garden, rental equipment stores and others nationwide from April 2009 through October 2010 for between $4,600 and $6,000."
1682,14179,"AAFES, HH Gregg, Home Depot, Kmart, Lowe?s, Menards, Mills Fleet Farm, Sam?s Club, Sears, Walmart and other stores nationwide and in Canada, and online at Amazon.com and Ebay.com, from January 2005 through August 2013 for between $110 and $400."
1683,14180,HandM stores nationwide and online at HM.com from August 2012 to April 2014 for between $3 and $15.
1681,14178,"Ace Hardware, CED, City Electric, Cortland Wholesale, Crawford Electric, Do it Best, Hill Country Electric, Home Depot, Orgill, REXEL, Springfield Electric, Sutherland, TEC Electric, True Value Hardware and World Electric stores nationwide, and online at Amazon.com from February 2011 to April 2014 for about $40."
1684,14181,"Christmas Tree Shops, andThat! and Christmas Tree Shops andThat! stores nationwide from February 2013 to March 2014 for about $3."
1685,14182,HomeGoods stores nationwide and online at www.homegoods.com from July 2013 to October 2013 for about $150.
1679,14176,Cabela?s nationwide from August 2013 through March 2014 for about $150.
1680,14177,"Costco Wholesale stores nationwide from January 2014 to March 2014 for about $1,300 per set."
1677,14174,Independent Avon sales representatives or online at www.avon.com from January 2007 through April 2014 for about $5.
1678,14175,Hibbet Sports stores nationwide from May 2013 through July 2013 for about $8.
1676,14173,Pool companies from September 2013 through January 2014 for between $600 and $750.
1675,14171,Sporting goods stores nationwide and online at coleman.com from November 2013 through February 2014 for about $125.
1674,14170,Cost Plus World Market stores nationwide and online at www.worldmarket.com from August 2013 to November 2013 for about $300.
1813,14734,Discountschoolsupply.com from January 2013 through March 2014 for about $36.
1673,14168,"Authorized Cannondale dealers from October 2013 to December 2013 for between $2,700 and $5,400."
1812,14733,Marlboro.com and 1-800-Marlboro free of charge from January 2014 through March 2014.
1811,14732,"J.Crew stores in New York and California, online at jcrew.com and the J.Crew catalog from October 2013 to March 2014 for about $30."
1672,14167,"Sport Chalet stores in Arizona, California, Nevada and Utah from August 2013 to October 2013 for about $112."
1670,14165,"Independent hobby stores nationwide and online at horizonhobby.com from July 2013 through August 2013. The Pro Series Kit sold for between $800 and $1,250. The Pro Series Combo sold for between $1,350 and $2,320. The replacement spindle set sold for about $13."
1671,14166,Heating ventilation and air conditioning (HVAC) equipment manufacturers and distributors and at hardware retailers nationwide from January 2006 through December 2013 for about $30 to $70.
1667,14162,Five Below stores nationwide from January 2014 to March 2014 for about $5.
1668,14163,U.S. Snowmobile Dealers and on the firm?s website www.fxrracing.com between August 2008 through January 2014 for about $50 to $110.
1669,14164,Walmart stores nationwide from March 2010 to December 2010 for about $170.
1666,14161,"IKEA stores nationwide, in IKEA?s catalog and online at www.ikea-usa.com from May 1984 to April 2014 for between $5 and $30."
1810,14731,"Kawasaki authorized dealers nationwide from July 2013 through March 2014 for about $2,300 to $2,500."
1665,14160,"Magnum Fitness and Johnson Health Tech North America and their dealers nationwide. from December 2008 through July 2013 for the Magnum tower stations and from July 2013 through November 2013 for the Matrix Fitness tower stations, for between $1,800 and $3,800 depending on the type of tower station."
1663,14158,"Home Depot stores and other authorized Ariens dealers nationwide from January 2014 to February 2014 for between $500 and $2,200."
1664,14159,"Bicycle specialty stores nationwide from October 2007 through February 2014 for between $1,500 and $3,000."
1660,14155,PetSmart stores nationwide from February 2013 through September 2013 for about $20.
1662,14157,Nordstrom Rack nationwide from October 2010 through November 2010 and on-line at www.Zulily.com from September 2013 through November 2013 for about $40.
1661,14156,"Mass merchants, including Babies ?R? Us, online retailers and independent juvenile specialty stores, from about February 2010 through 2012 for between $150 to $350."
1659,14154,"Sporting goods stores nationwide including A-1 Archery, Black Sheep Sporting Goods, Cabelas, H & H Archery Supply, Horizontal Archery, Jay?s Sporting Goods, Kinsey?s Archery Products, Mike?s Archery, Pape?s, Sportsman?s Supply and Woody?s Sporting Goods from February 2014 through March 2014 for about $1,000 for the crossbow and $1,400 when sold as a package with the crossbow, arrows, a scope and other equipment."
1658,14153,"E-Z-GO, Cushman and Bad Boy Buggies dealers nationwide from August 2012 through February 2013 for between $6,650 and $10,650."
1657,14152,Various retailers nationwide and online at mtdproducts.com from May 2011 through December 2013 for between $30 and $40.
1656,14151,Lowe?s stores nationwide and online at www.troybilt.com from May 2011 through November 2013 for about $34.
1654,14149,Pier 1 Imports stores nationwide and online at www.Pier1.com from August 2013 through February 2014 for between $16 and $20.
1653,14148,"Lehigh Outfitters stores, traveling ShoeMobiles, online at www.lehighoutfitters.com and www.lehighsafetyshoes.com, and through client websites nationwide from January 2012 to November 2013 for about $150."
1809,14730,www.thegunbox.com from January 2014 through February 2014 for between $280 and $475.
1652,14146,Children?s boutiques and online nationwide from January 2011 through February 2014 for about $25.
1808,14729,Costco Wholesale Corp. from March 2010 through October 2013 for between $500 and $550.
1807,14728,Online at www.bodenusa.com during January 2014 for about $48.
1651,14144,"Fireplace dealers and distributors from October 2009 to April 2013 for between $1,450 and $3,325."
1806,14727,Sporting goods stores nationwide from October 2013 through December 2013 for about $200.
1650,14143,"Bed Bath & Beyond, Best Buy, Costco, Fry's, Kohl's, Lowe's, Macy's, Sears, Target and other retailers nationwide, and online at Abt.com, Amazon.com, Dyson.com, Groupon.com, HSN.com, QVC.com and Walmart.com from September 2011 to March 2014 for about $399."
1805,14726,"BigDog and Hustler dealers nationwide from August 2013 to January 2014 for about $4,600 to $8,050."
6408,14142,"Computer and electronics stores, authorized dealers and online at www.lenovo.com nationwide from October 2010 through April 2011 for between $350 and $3,000 when sold as part of ThinkPad notebook computers. The battery packs were also sold separately for between $80 and $150."
1649,14141,"Electrical supply stores, lighting showrooms, hardware and specialty stores nationwide and online at Amazon.com from December 2012 to February 2014 for between $35 and $45."
1647,14139,Ace Hardware retail stores and other hardware stores nationwide and online at www.acehardware.com from September 2013 to December 2013 for between $10 and $22.
1646,14138,"Subcontractors hired by Centex Homes, a Nevada general partnership."
1648,14140,Walmart stores nationwide from August 2012 through March 2014 for $20.
1804,14725,BunkBedKing.com from July 2011 to October 2013 for between $350 and $750.
1645,14137,IKEA stores nationwide and online at www.ikea-usa.com from August 1996 through March 2014 for between $10 and $30.
1644,14136,Independent children?s stores and gift shops nationwide from September 2008 through May 2013 for about $6.
1643,14135,"Gift, drug and toy stores including hospitals, museums and gift shops nationwide from December 2013 through January 2014 for about $8 to $10."
1641,14132,"Vera Bradley retail stores, department stores and specialty gift shops and online at www.verabradley.com and other online stores from September 2012 to January 2014 for between $12 and $19."
1803,14724,"Arctic Cat dealers nationwide from August 2013 to January 2014 for between about $11,000 and $12,400."
1642,14134,"Authorized Schneider Electric distributors nationwide such as Border States Electric Supply, Crescent Electric Supply Co., Dealers Electric Supply Co., Graybar Electric Co., Rexel, W.W. Grainger from May 2013 to June 2013 for between $200 and $9,260."
1802,14723,QVC from October 2012 through December 2012 for about $97.
1639,14130,"Authorized Stromer dealers nationwide and online from January 2012 to May 2013 for between $3,500 and $4,000."
1801,14722,"The Conran Shop inside ABC Carpet and Home at 888 and 881 Broadway in New York from August 2009 to July 2011 for about $1,500."
1640,14131,"TJ Maxx, Marshalls and HomeGoods stores from about August 2013 to September 2013 for between $25 and $30"
1638,14129,"AT&T, Best Buy, Brookstone, Dick?s Sporting Goods, Radio Shack, REI, Sports Authority, Target and other stores nationwide, and online at Amazon.com and Fitbit.com from October 2013 to February 2014 for about $130."
1800,14721,BJ?s Wholesale Clubs in Ohio and western New York from January 2013 through November 2013 for about $100 for the twin size and about $230 for the full size mattresses.
1799,14720,ZLP Manufacturing online at www.zlpmanufacturing.com and www.backyardziplines.com from November 2010 through July 2013 for about $150.
1635,14125,"Packaging Tape warehouses in Wisconsin and online at www.CleanFreak.com, www.AirMovers.com, www.FloorBuffers.com and www.PTIPackaging.com from February 2008 through December 2010 for about $145."
1637,14128,"Camera and mass merchandise retailers nationwide including OfficeMax, Sam?s Club, Staples, Target and Walmart and on various websites including Amazon.com, Best Buy.com and BHPhotoVideo.com from October 2013 through January 2014 for about $430."
1636,14127,"Retail bicycle shops nationwide and online at universalcycles.com, tektro-usa.com and trpbrakes.com from April 2013 to December 2013 for about $90 for the Spyre caliper and about $110 for the Spyre SLC caliper."
1798,14719,Fitness Anywhere and authorized commercial distributors nationwide from June 2011 to May 2013 for about $500.
1634,14122,"Lowes, Sears and other home improvement and building supply stores nationwide and online at Amazon.com from March 2010 through November 2013 for between $300 and $800."
1633,14120,"Farmer?s Furniture, Meijer, QVC, R.C. Willey, Ross and other retailers nationwide and online at Maxtool.com between August 2013 through January 2014 for about $60."
1632,14118,Specialty outdoor stores in the U.S. and Canada and online at www.mammut.com from June 2013 through January 2014 for about $125.
1797,14718,Authorized Rowe Fine Furniture distributors nationwide from August 2011 to May 2013 for about $450.
1631,14117,StorkStack.com during January 2014 as part of the January Stork Stack subscription for about $30 for a total of five products.
1796,14717,"Yamaha motorcycle dealers nationwide from December 2013 through January 2014 for between $7,500 and $8,500."
1630,14115,"BRP authorized dealerships nationwide and on BRP?s website from August 2013 through February 2014 for about $50 for the replacement battery packs, and $200 for the gloves/batteries."
1629,14114,"Canadian Tire, Carter Lumber, Lowes, Menards, The Home Depot, and other retailers and distributors nationwide and online at homedepot.com from August 2011 through October 2012 for about $250."
1795,14716,"Polaris dealers nationwide from June 2012 through February 2014 from between $9,300 and $11,000."
1628,14113,"Blades, Paragon, Peter Glenn, Play it Again, Summit Sports and other sporting goods stores nationwide, and online at Amazon.com, InlineWarehouse.com and REI.com from December 2010 through January 2014 for between $350 and $450."
1627,14111,Big 5 Sporting Goods retail stores nationally from January 2013 through December 2013 for about $39.
1625,14109,Target stores nationwide and online from December 2012 through January 2014 for about $13.
1624,14108,Authorized Sterling Rope dealers from January 2013 through January 2014 in the United States and Canada for about $8 to $312.
1626,14110,"Burlington Coat Factory, Kids Stop and Cookie?s Department Stores from August 2013 to October 2013 for about $15."
1623,14107,Academy Sports + Outdoors stores nationwide from October 2013 to November 2013 for about $3.
1794,14715,"Authorized Club Car dealers nationwide from February 2012 through November 2013 for between $5,000 and $8,000."
1622,14106,"Buchheit, Gander Mountain, Rural King, Sportsman?s Warehouse and Theisen Supply stores and other mass merchandisers and retailers nationwide and online at www.lemproducts.com from June 2011 through December 2013 for between $125 and $160."
1621,14105,"The Home Depot and online at homedepot.com (HDX air compressors only), Menards and other stores (Powermate air compressors) nationwide from June 2010 through October 2013 for between $80 and $120."
1620,14104,Visonic distributors and professional alarm installation firms nationwide from April 2012 through April 2013 for between $220 and $240 for the kits.
1619,14102,"Small retail stores in Arizona, California and Utah and online at Amazon.com and Overstock.com from November 2011 through July 2013 for about $25."
1615,14099,"Cerv�lo retailers nationwide from May 2012 to August 2013 for between $7,000 and $10,000."
1617,14100,Burlington Coat Factory stores nationwide November 2010 through September 2013 for about $30.
1618,14101,Burlington Coat Factory stores nationwide and online at Burlingtoncoatfactory.com from September 2011 through September 2013 for about $40.
1613,14097,"Department stores, gift, drug, toy, baby product, grocery and home decorating stores, and hospital, museum gift shops nationwide and various websites from April 2013 through December 2013 for about $10."
1611,14095,"Sam?s Club, Walmart and other stores nationwide and in Canada, and online at Amazon.com and Ebay.com, from April 2008 through December 2011 for between $180 and $270."
1614,14098,"Major retailers and juvenile products stores nationwide, and online at Amazon.com, albeebaby.com, buybuybaby.com, diapers.com, ToysRUs.com and other online retailers from May 2011 through June 2013 for between $250 and $450."
1612,14096,"West Marine stores nationwide, online at www.westmarine.com and in the West Marine catalog from March 2010 through July 2013 for between $300 and $400."
1610,14094,IKEA stores nationwide and online at www.ikea-usa.com from July 2005 through May 2013 for between $60 and $90.
1608,14092,Starbucks nationwide and online at starbucks.com from November 2013 through December 2013 for about $40.
1607,14091,"Hobby stores nationwide and at www.horizonhobby.com. Models BLH 1800, BLH 1800M1 and BLH 1850 were sold from December 2012 through September 2013; and Models BLH 1850 and BLH 4080 were sold from May 2013 through September 2013. Prices range from $600 to $900."
1609,14093,"Retail hockey stores nationwide and directly from Reebok- CCM Hockey, Inc.?s business-to-employee website from April 2013 through November 2013 for about $110."
1793,14713,"Alarm system, security equipment and electrical equipment contractors and dealers for use in commercial building fire alarm systems from November 2012 through May 2013 for about $800."
1606,14090,"AAFES, h.h.Gregg, Sam?s Club, Walmart and independent retailers nationwide specializing in electronic supplies and online at Amazon.com from February 2012 to January 2013 for between $50 and $400."
1605,14089,"Home Depot and Lowe?s stores, toilet manufacturers, distributors and plumbing contractors nationwide from 2008 through about 2009 for about $108 for the units without toilets."
1602,14086,"Johnson Health Tech North America to dealers, commercial fitness facilities such as health clubs and military facilities nationwide, from November 2011 through December 2012, for about $6,000 to $11,000 depending on console installed."
1792,14712,"Pottery Barn stores nationwide, online at potterybarn.com and through the Pottery Barn Catalog nationwide from September 2013 through December 2013 from $240 to $300."
1603,14087,"Electronics, grocery, drug, hardware, home improvement and auto parts stores, farm and ranch product outlets, military surplus outlets and farm cooperatives and other stores nationwide and online at www.rayovac.com and other websites from February 2012 through December 2013 for about $2.30."
1604,14088,"Authorized Suunto Dive dealers nationwide from November 2012 to July 2013 for $95 to $195 if sold with Suunto analog pressure gauge for diving, and from $400 to $900 if sold as part of a Suunto dive computer system, and $85 if sold separately."
1599,14083,Small gift stores from July 2013 through December 2013 for about $10.
1601,14085,"The product was sold nationwide from February to October of 2013 to professional fence contractors, dealers and gate manufacturers for between $50 to $60."
1600,14084,"Walmart, other major retailers, juvenile product, baby and discount stores nationwide and online at Amazon.com, among others, from July 2010 through October 2013 for about $3."
1791,14711,Authorized distributors and certified professional installers nationwide from January 2012 to December 2012. The circuit module sold for about $90.
1597,14081,"Theatrical, electrical and lighting supply dealers nationwide from January 2003 to January 2013 for between $75 and $105."
